Author,Comment,Time,Cleaned_Comment,Sentiment_Score,Sentiment_Label
@gogotoktafian9938,​ @dimasseto7248 koar2 akal sehat padahal lagi sakit 😂,1 hari yang lalu,koar akal sehat padahal sakit,0,netral
@dederahmat2121,"Termasuk pak Ndul, Ahlinya Ahli😂😂",1 hari yang lalu,masuk pak ndul ahli ahli,2,positif
@Syahrul_Seven,Mau 1000 ahlipun kalu yg menguji hanya ternak nya mulyono ya omong kosong 😂,1 hari yang lalu,ahli kalu uji ternak nya mulyono omong kosong,1,positif
@AndraSusilo-x9b,"Yg ahil geng panci presto,,, ahli gaduh,, mulai panikan geng panci presto 😂😂😂😂",1 hari yang lalu,ahil geng panci presto ahli gaduh mulai panik geng panci presto,-2,negatif
@dimasseto7248, @gogotoktafian9938  jkw sepertinya lagi stres berfikir keras bagaimana keluar dari situasi ini.,1 hari yang lalu,jkw seperti stres berfikir keras bagaimana keluar situasi,-2,negatif
@KuswonoAdiLuwanto,Dah mulai gerah gosim....cari narasi lain,1 hari yang lalu,mulai gerah gosimcari narasi,-1,negatif
@SugiantoSugianto-o2p,Pemakan gaji buta itu bosss,1 hari yang lalu,makan gaji buta bosss,-1,negatif
@udinjaenudin-w8r,Anak abah g akan pr caya lah,1 hari yang lalu,anak abah g pr caya lah,0,netral
@bawonos024," @udinjaenudin-w8r  perasaan pemilu kemarin ada 3 capres, kok dikit2 disangka anak abah. Lupa ama Ganjar ya?",1 hari yang lalu,wr asa milu kemarin capres kok dikit sangka anak abah lupa ama ganjar,-1,negatif
@Soco-o9m,Betul.. Aryanto penasehat yg kurang sehat,1 hari yang lalu,betul aryanto nasehat kurang sehat,0,netral
@nandajohn6656,Siap² buiii royy cs. Kebiasaan org indonesia mengkritik tapi tanpa solusi,1 hari yang lalu,siap buiii royy cs biasa org indonesia kritik solusi,-1,negatif
@nawinputra5384,Komenya anak abah😂😂😂,1 hari yang lalu,komenya anak abah,0,netral
@irwanduadara,"Apapun dan berapapun ahli yang disampaikan selama tidak percaya, tetap tidak akan dipercaya",1 hari yang lalu,apa berapa ahli sampai lama percaya tetap percaya,1,positif
@Relawan_NKRI,Ternaknya Mulyono tuh,1 hari yang lalu,ternak mulyono tuh,0,netral
@denny5443,Kacau,1 hari yang lalu,kacau,-1,negatif
@Nurdinsh-u6s,Pengacara yang tidak pernah menang dalam perkara pidana.,1 hari yang lalu,acara pernah menang perkara pidana,0,netral
@bertywinatha7516,Buzzer panci,1 hari yang lalu,buzzer panci,-1,negatif
@dennyadisetya79,Benar...😂,1 hari yang lalu,benar,1,positif
@dennyadisetya79,​ @SugiantoSugianto-o2p Benar...😂,1 hari yang lalu,op benar,1,positif
@dennyadisetya79,​ @bawonos024 Benar...😂,1 hari yang lalu,benar,1,positif
@dennyadisetya79,​ @Soco-o9m Benar...😂,1 hari yang lalu,om benar,1,positif
@dennyadisetya79,​ @Relawan_NKRI Benar...😂,1 hari yang lalu,benar,1,positif
@wongcilik5845,Ingat kasus Vina dan Joshua serta mirna,1 hari yang lalu,ingat kasus vina joshua mirna,0,netral
@maulanamalikibrahim7930,Dari dulu saya juga menduga seperti itu,1 hari yang lalu,dulu duga,0,netral
@andikurniawan8365,"Byk cakap.kelihatan bgt menutupi kbohongan .ruwet...tunjukkan,teliti selesai masalh.ini bukan politik boss ini ilmiah",1 hari yang lalu,byk cakapkelihatan tutup kbohongan ruwettunjukkanteliti selesai masalhini bukan politik boss ilmiah,0,netral
@MrBen-vu2oo,Hasil nasehatnya ya termasuk sambo itu kali ya😂,1 hari yang lalu,hasil nasehat masuk sambo kali,0,netral
@movietrailer.9,SANGAT BETUL,1 hari yang lalu,sangat betul,0,netral
@yyChanel,Penyambung lidah genk solo,1 hari yang lalu,sambung lidah genk solo,0,netral
@BumiUngu,"Termul yg viral dengan kata ""Diammm""!!!!!😂😂😂",1 hari yang lalu,termul viral kata diammm,0,netral
@bantaahmad-h1j7c,"Tangkap Jokowi
Penjara kan dia penipu
Dgn ijajah palsu doa
Pembohong kok Arianto gak perlu dibela pembohong",1 hari yang lalu,tangkap jokowi penjara kan tipu dgn ijajah palsu doa bohong kok arianto perlu bela bohong,-6,negatif
@wiwinsetyawan2980,Gagasannya karena fulus,1 hari yang lalu,gagas fulus,0,netral
@LuthfieWahyudi,Semoga Allah segera membalas semua Niat dan Tujuan Buruk dari para Pengacara Pak Dhe dan Penasehat Kapolri ini..,1 hari yang lalu,moga allah segera balas semua niat tuju buruk acara pak dhe nasehat kapolri,-1,negatif
@hasyimali7611,Memang jelas terpampang,1 hari yang lalu,memang jelas pampang,0,netral
@AdiIrsadi,"Aryanto jubir Mulyono, sedangkan Bareskrim milik Jokowi bukan milik rakyat",1 hari yang lalu,aryanto jubir mulyono bareskrim milik jokowi bukan milik rakyat,0,netral
@beruangyutub4607,Lagian tvOne ngundang orang polri gak netral,1 hari yang lalu,lagi tvone ngundang orang polri netral,0,netral
@syaifulanwar8155,mau komen kayak gitu ehhh udah di duluin 😂😂😂😂😂😂,1 hari yang lalu,komen ehhh duluin,0,netral
@akhmadalimudin8962,"Sdah di rekasya semua.., pembela jkw....",1 hari yang lalu,sdah rekasya semua bela jkw,0,netral
@akhmadalimudin8962,​ @Soco-o9m btulll ga msuk akal sehat,1 hari yang lalu,om btulll msuk akal sehat,1,positif
@k_r1zk1,inget aryanto saat kasus vina 😂,1 hari yang lalu,inget aryanto kasus vina,0,netral
@tienoa6745,Tul,1 hari yang lalu,tul,0,netral
@hekpalangmati3793,"Hanya malaikat maut dan munkar nakir nanti mungkin yg akan membuatmu percaya... Mereka mengaku² membela ulama, ulama mana? Dan ulama apa... Cari ustad² yg baik sprti para ustad salaf",1 hari yang lalu,malaikat maut munkar nakir mungkin buat percaya aku bela ulama ulama mana ulama apa cari ustad baik sprti ustad salaf,1,positif
@oboyaries6611,"KALO BEGITU ENAK Y KALO ADA CALON PEJABAT IJASAH NYA PALSU ,,BEKERJASAMA DENGAN OKNUM PAJABAT TERKAIT UNTUK MELOLOSKAN JABATAN NYA,,DI CURIGAI IJASAH NYA PALSU TAPI GMW NUNJUKKIN IJASAH NYA DENGAN BERBAGAI ALASSAN SAMPAI BIKIN HEBOH NASIONA ,,⁉️⁉️⁉️",1 hari yang lalu,enak y calon jabat ijasah nya palsu bekerjasama oknum pajabat kait lolos jabat nyadi curiga ijasah nya palsu gmw nunjukkin ijasah nya bagai alassan bikin heboh nasiona,-2,negatif
@oboyaries6611,"KALO BEGITU ENAK Y KALO ADA CALON PEJABAT IJASAH NYA PALSU ,,BEKERJASAMA DENGAN OKNUM PAJABAT TERKAIT UNTUK MELOLOSKAN JABATAN NYA,,DI CURIGAI IJASAH NYA PALSU TAPI GMW NUNJUKKIN IJASAH NYA DENGAN BERBAGAI ALASSAN SAMPAI BIKIN HEBOH NASIONA ,,⁉️⁉️⁉️",1 hari yang lalu,enak y calon jabat ijasah nya palsu bekerjasama oknum pajabat kait lolos jabat nyadi curiga ijasah nya palsu gmw nunjukkin ijasah nya bagai alassan bikin heboh nasiona,-2,negatif
@arifhidayat1575,Diammmmmmmmmm😡😡😡,1 hari yang lalu,diammmmmmmmmm,0,netral
@samirinromosamirinromo9297,Klau banyak bohongnya ttg netralnya Aryanto semoga cepat kena azab Allah,1 hari yang lalu,klau banyak bohong ttg netral aryanto moga cepat kena azab allah,1,positif
@alfalahrizkyhsb3858,Jawaban pengacara Jkw dan Ariyanto semakin amat sangat jauh dari substansi awal (ijazah palsu)...ngelantur kesana-sini,22 jam yang lalu,jawab acara jkw ariyanto makin sangat jauh substansi awal ijazah palsungelantur kesanasini,-2,negatif
@zad3719,Berat sekali tugas polisi sebagai penyidik dan nanti jaksa sebagai penuntut serta hakim sebagai pemutus dalam perkara dugaan ijazah palsu ini karena ketiga instansi penegak hukum ini bagaikan “menegakkan benang basah”,22 jam yang lalu,berat sekali tugas polisi sidik jaksa tuntut hakim putus perkara duga ijazah palsu tiga instansi tegak hukum bagai tegak benang basah,-3,negatif
@DadangDadang-z7u,Ga butuh ahli yg butuh di lihatkan ijasahnya ​ @irwanduadara ,21 jam yang lalu,butuh ahli butuh lihat ijasahnya,1,positif
@senjamalam8333,Ariyanto ; DIAMMMMMMM😅😅😅,19 jam yang lalu,ariyanto diammmmmmm,0,netral
@dimasanggoro9745,Setujuuu…gk pnya kapasitas tp diundang trs di tv. Payahhhh,19 jam yang lalu,setujuuugk pnya kapasitas tp undang tv payahhhh,0,netral
@purwitoipung8949,"Anak abah kurang sehat semua. SDM rendah. Mau bener dewean.  Padahal udeh ketauan bikin fitnah, bikin berita bohong. Itu fakta.  He he he he",19 jam yang lalu,anak abah kurang sehat semua sdm rendah bener dewe padahal udeh tau bikin fitnah bikin berita bohong fakta he he he he,-3,negatif
@ayamabang6039,Kan itu sudah asli lol.,1 hari yang lalu,kan asli lol,1,positif
@ZULKARNAIN-qq4rl,Makanya skolah biar paham,1 hari yang lalu,makanya skolah biar paham,0,netral
@asrori-z9b,"dan cari kyai yg bersih,,,,mending di sumpsh Apes 7 turunan ,,,tdk usah di proses hukum,,,,",1 hari yang lalu,cari kyai bersihmending sumpsh apes turun tdk usah proses hukum,0,netral
@karismakapoor7884,"Lain halnya dengan pihak jokowi , pihak roy tidak punya dana untuk menyewa akhli.",2 hari yang lalu,hal pihak jokowi pihak roy punya dana sewa akhli,0,netral
@clandestine0098,"Betul itu supaya adil, kalau saksinya dr pihak parcok saya yakin sudah di kondisikan, ini sangat tidak berimbang dan tidak adil",1 hari yang lalu,betul adil saksi dr pihak parcok yakin kondisi sangat imbang adil,1,positif
@salmanalfarisi7706,HARUS ITU.!!!! AHLI DARI PIHAK ROY SURYA CS HARUS DILIBATKAN,1 hari yang lalu,ahli pihak roy surya cs libat,1,positif
@pangkalgudang6752,"Aduh plis de,gak usah bawa2 nama Allah,yg perjuang kebeneran siapa,,Roy Suryo,Roy Suryo aja jadi Mentri  jaman presiden SBY dipecat",1 hari yang lalu,aduh plis degak usah bawa nama allahyg juang kebeneran siaparoy suryoroy suryo tri jaman presiden sby pecat,0,netral
@agungsulistiadi8420,"Lihat aja nanty hasilnya,",2 hari yang lalu,lihat nanty hasil,0,netral
@Kalyubi40Kalyubi40,Setuju,2 hari yang lalu,tuju,0,netral
@bgistimewa,Bukan cerdas sih tapi ngotot,1 hari yang lalu,bukan cerdas ngotot,1,positif
@mazwied477,"Kozinudin cuman pinter ngomong, tapi esensi omongannya tidak ada.....",1 hari yang lalu,kozinudin cuman pinter ngomong esensi omong,0,netral
@rosalindayani7806,Bang Ahmad Khozinudin singa kebenaran di balik meja hukum yang memang sangat mencerdaskan kita,1 hari yang lalu,bang ahmad khozinudin singa benar balik meja hukum memang sangat cerdas,2,positif
@AnindyaFauziah-u2y,Mencerdaskan anak abah,1 hari yang lalu,cerdas anak abah,1,positif
@hanumkirana5963,Ngising,1 hari yang lalu,ngising,0,netral
@blacklist4460,"Kasus sudah masuk ranah hukum,pembuktian harus dipengadilan.yg menuduh saja tidak bisa membuktikan",2 hari yang lalu,kasus masuk ranah hukumpembuktian dipengadilanyg tuduh bukti,0,netral
@ulama1968-d7x,ijazah palsunya mana drun ?,2 hari yang lalu,ijazah palsu mana drun,-1,negatif
@aguswahyu9860,"Loo.. Katanya sudah yakin 1000% palsu, ngapain merengek² ngemis² minta ditunjukin sekarang? 
😂😂😂
Buktikan aja di pengadilan nanti",2 hari yang lalu,loo kata yakin palsu ngapain rengek ngemis minta ditunjukin bukti adil,0,netral
@heriwandraputra1553,"​ @blacklist4460 , kasus ini sengaja diupayakan tidak akan pernah masuk pengadilan . Pihak pro kontra tahu pasti semua itu",2 hari yang lalu,kasus sengaja upaya pernah masuk adil pihak pro kontra semua,1,positif
@heriwandraputra1553,"​ @aguswahyu9860 , tidak akan pernah sampai  pengadilan itu yang diupayakan dari dulu.",2 hari yang lalu,pernah adil upaya dulu,0,netral
@FirdaFarda-e5w,Bpjs km jg palsu tolong diusut,2 hari yang lalu,bpjs km palsu usut,-1,negatif
@ebeschanel4592,masih proses pembuatan yang Asli tapi palu 😂😂😂,1 hari yang lalu,proses buat asli palu,1,positif
@santosohadi9791,Jelas palsu,1 hari yang lalu,jelas palsu,-1,negatif
@FirdaFarda-e5w,😂😂😂 sekali pecundang tetaplah pecundang,1 hari yang lalu,sekali cundang tetap cundang,1,positif
@FirdaFarda-e5w,Bpjs anda pasti palsu,2 hari yang lalu,bpjs palsu,-1,negatif
@suprihnosuprihno6080,"​ @FirdaFarda-e5w   SORY BRO BPJS MANDIRI YAA,TIDAK SEPERTI TERMUL",2 hari yang lalu,ew sory bro bpjs mandiri yaatidak termul,0,netral
@MangTemo226,Mulyono msi ditanggung oleh negara ttp ujungnya uang rakyat 😂😂😂,1 hari yang lalu,mulyono msi tanggung negara ttp ujung uang rakyat,0,netral
@jefrisupriyadi5541,"Orang yang salah pasti dapat ganjaranya yang buruk, lihat aja nanti siapa yang salah akan di penjara, ini semua keikut sertaan campur tangan Tuhan, bila ada yang masuk penjara jangan sampai menuding yang bukan bukan, klo nanti ada yang gak Terima itu semua kelompok dajjal yang gak percaya sama kenyataan atau campur tangan dari Tuhan.",1 hari yang lalu,orang salah ganjaranya buruk lihat siapa salah penjara semua ikut serta campur tangan tuhan bila masuk penjara jangan tuding bukan bukan klo terima semua kelompok dajjal percaya nyata campur tangan tuhan,-4,negatif
@BOBAChanel-s1g,Buktikan bung,1 hari yang lalu,bukti bung,0,netral
@BOBAChanel-s1g,​@MangTemo226 sakit ati ya😂,1 hari yang lalu,sakit ati,-1,negatif
@FirdaFarda-e5w,​ @suprihnosuprihno6080  hahaha..😂😂😂  sory bro anda kepancing komen saya😂😂😂,1 hari yang lalu,hahaha sory bro pancing komen,0,netral
@gemparka0645,Boleh juga asal dr akheerat,2 hari yang lalu,asal dr akheerat,0,netral
@KangwanWan-m4n,Siapa kah ahli kejujuran,2 hari yang lalu,siapa ahli jujur,2,positif
@FirdaFarda-e5w,Kalau boleh jujur bpjs km palsu atau  asli??,2 hari yang lalu,jujur bpjs km palsu asli,1,positif
@ferryarbania,Semoga Pak Prabowo menyimak dan menelaah kasus ini. Mari kita lindungi anak negeri yg benar2 menjunjung hukum dan keadilan.,1 hari yang lalu,moga pak prabowo simak telaah kasus lindung anak negeri benar junjung hukum adil,1,positif
@pinrizkilubis-nl9ju,"Rivai dan Aryanto kan dalam kubu yg sama, tv one mestinya hrs adil.Seyogianya undang tokoh yg lwbih netral",1 hari yang lalu,rivai aryanto kan kubu tv one mesti hrs adilseyogianya undang tokoh lwbih netral,1,positif
@aurahafifahbasyarudin4141,Ahli apa ini!!!!Ijazah harus ditampilkan dimuka publik!,1 hari yang lalu,ahli apa iniijazah tampil muka publik,1,positif
@Jomblon,"Definisi simpel itu apakah dengan berberlit belit ruwet gitu ya?
Logika siapa tuh..",1 hari yang lalu,definisi simpel berberlit belit ruwet logika siapa tuh,0,netral
@Miskad_channel,Awalnya owi bilang ini kasus receh...😂😂😂😂 Eh recehnya udah abis brapa ow,2 hari yang lalu,awal owi bilang kasus receh eh receh brapa ow,0,netral
@dwiharjanto4131,"Ya Allah tunjukkan kuasaMu ..untuk memenangkan kejujuran dan kebenaran..
Sehingga sll ada keberanian utk membela kebenaran...",2 hari yang lalu,allah tunjuk kuasa menang jujur benar sll berani utk bela benar,5,positif
@muhammadmuhlasol6731,Bang Ahmad jooos mantaaaaap...,2 hari yang lalu,bang ahmad jooos mantaaaaap,0,netral
@RedmiSmile-e9o,Panik gak panik gak ya panik lah masak enggak🤣🤣,11 jam yang lalu,panik panik panik lah masak enggak,-3,negatif
@NurulArifin-dt9xd,Percayalah seluruh makhluk  mau bela sebuah kebohongan namun akhirnya kebohongan itu tetap akan terhinakan.,2 hari yang lalu,percaya seluruh makhluk bela buah bohong akhir bohong tetap hina,-2,negatif
@wiwikwijianti9242,Diiaaammmmmm ... .. !!!!!! Pak arianto ini merangkapb jd jubir jokowi.,2 hari yang lalu (diedit),diiaaammmmmm pak arianto merangkapb jubir jokowi,0,netral
@TonoAchirudin,"Yg profesional ijaZah harus bener""di buktikan di tunjukan di saksikan untuk umum secara terbuka &kejujuran... Itu baru fair",2 hari yang lalu,profesional ijazah benerdi bukti tunjuk saksi umum buka jujur baru fair,1,positif
@PemudaPemuda-i2o,CEPAT SAYA SUDAH GAK SABAR MAU NONTON DEBATNYA DI PENGADILAN ANTARA P.JOKOWI VS ROY SURYO CS,7 jam yang lalu,cepat sabar nonton debat adil pjokowi vs roy suryo cs,1,positif
@AbdulWahab-w2p3h,Ahlinya dari siapa apa yakin ahli ini bisa independen tanpa berpihak kesalahan satu pihak,2 hari yang lalu,ahli siapa apa yakin ahli independen pihak salah satu pihak,2,positif
@d_sumihar2201,"Tuhan tidak tidur
Salah tetap salah
Kebenaran akan hadir pada waktunya
Atau,
Pengadilan akhir zaman lah yang akan menghukum semuanya, termasuk para media 👍",2 hari yang lalu,tuhan tidur salah tetap salah benar hadir waktu adil akhir zaman lah hukum semua masuk media,0,netral
@catkatysgt6716,"Ahli Sambo, ahli Vina Cirebon, ahli Kanjuruhan, dan ahli Jessica.",1 hari yang lalu,ahli sambo ahli vina cirebon ahli kanjuruhan ahli jessica,4,positif
@Ahmadkuryonosw,"Jokowi lsngsung tunjukkan ijazah aslinya kyk obama , selesai gk bikin gaduh terus",1 hari yang lalu,jokowi lsngsung tunjuk ijazah asli kyk obama selesai gk bikin gaduh,1,positif
@bambanglukito6225,Melibatkan 1 juta ahlipun tak berfungsi kalau ahli pelapor tdk di libatkan dalam proses,2 hari yang lalu,libat juta ahli tak fungsi ahli lapor tdk libat proses,2,positif
@01111002119,Ahli di bidang menutupi KEBOHONGAN,1 hari yang lalu,ahli bidang tutup bohong,0,netral
@KirigayaKazuto-n3l,Sy salut dgn kecerdasan Ahmad khozididin sgt fakta yg beliau ungkapkan,2 hari yang lalu,sy salut dgn cerdas ahmad khozididin sgt fakta beliau ungkap,2,positif
@ranumiazurazalfa,"Ribet banget 😂, padahal tinggal tunjukin ijasah asli nya dan di periksa keduabelah pihak , jika terbukti asli , nah baru pelapor ijasah palsu bisa di bilang fitnah dan mencemarkan nama baik . Anehhh . Ini ijasah nya belum terbukti asli udh bilang fitnah pencemaran nama baik .",15 jam yang lalu,ribet padahal tinggal tunjukin ijasah asli nya periksa keduabelah pihak bukti asli nah baru lapor ijasah palsu bilang fitnah cemar nama baik anehhh ijasah nya bukti asli bilang fitnah cemar nama baik,1,positif
@josan5522,aryanto sutadi lebih pantas di sebut mewakili penasehat jokowi dari pada penasehat kapolri...karena ucapannya sangat tidak netral,1 hari yang lalu,aryanto sutadi lebih pantas sebut wakil nasehat jokowi nasehat kapolrikarena ucap sangat netral,1,positif
@muhtarabanmasduki4508,Orang ini kan yang berteriak Diaaam...?😂😂😂,1 hari yang lalu,orang kan teriak diaaam,0,netral
@SuwitaSari-uo3qd,Ahli goa,23 jam yang lalu,ahli goa,1,positif
@DinaaaDina-m2r,Halah di tunjukkan ijasae beres GK mari2,1 jam yang lalu,halah tunjuk ijasae beres gk,0,netral
@SigitLesmana-d6i,Kecil om...10 thn korupsi merajalela dan fantastis .masa  mulyono gk tau 😅...apa ada sesuatu..? Parah y,2 hari yang lalu (diedit),kecil om thn korupsi rajalela fantastis mulyono gk apa parah y,-3,negatif
@irwandiirwandi4918,Byak uangnya masi 11 ribu triliun...yg 11 t aja gmna uannya waktu dipamerkan di kejagung..aplgi 11 ribu t,1 hari yang lalu,byak uang mas ribu triliunyg t gmna uan waktu pamer kejagungaplgi ribu t,0,netral
@alaricarkan14,Iya sayang tdk bisa di tunjukan foto ijazahnya hanya foto kopinya aneh ini penyidik.,2 hari yang lalu,iya sayang tdk tunjuk foto ijazah foto kopi aneh sidik,1,positif
@abiistaqim890,Arianto pantas menjadi ahli jiwa khusus menangani Gibran 😂😅,2 hari yang lalu,arianto pantas jadi ahli jiwa khusus tangan gibran,2,positif
@MangTemo226,bnr itu bkn jubir kepolisian lbh tpatnya jubir mulyono😂😂😂,2 hari yang lalu,bnr bkn jubir polisi lbh tpatnya jubir mulyono,0,netral
@fadillathifarrasyid3560,Ya pak Arianto ini jubir Jokowi. bukan ahli polri,1 hari yang lalu,pak arianto jubir jokowi bukan ahli polri,1,positif
@harbaniharbani6418,😂😂😂.....,1 hari yang lalu,,0,netral
@RahmadAkbar-rd3oy,"Pak arianto ingat tugas anda sebagai apa, bukan porsi anda",1 hari yang lalu,pak arianto ingat tugas apa bukan porsi,0,netral
@surahmahspd5095,Buzzer juga,1 hari yang lalu,buzzer,0,netral
@BakriSuherman-m7f,"​ @abiistaqim890 
Bukan menangani .Gibran aja...Tapi nanti bisa menggiring gerombolan2 TPUA dan ROY PANCI Cs..nginep di Hotel Prodeo .",1 hari yang lalu,bukan tangan gibran ajatapi giring gerombol tpua roy panci csnginep hotel prodeo,-1,negatif
@SaidHarahap-o7f,Tul betul,1 hari yang lalu,tul betul,0,netral
@wasissabdono829,Pak Arianto klhatan sekali kl anda itu jubirnya Mulyono bikan jubirnya polri,1 hari yang lalu,pak arianto klhatan sekali kl jubirnya mulyono bik jubirnya polri,0,netral
@mayhadil,Kalau tdk diam diduga akan banyak tersangka... ...😅,1 hari yang lalu,tdk diam duga banyak sangka,1,positif
@SupardienAndalas,😂,1 hari yang lalu,,0,netral
@BOBAChanel-s1g,Cangkemu kui😂,1 hari yang lalu,cangkemu kui,0,netral
@BOBAChanel-s1g,​ @abiistaqim890  ye yang lagi gila😂,1 hari yang lalu,ye gila,-1,negatif
@masgandul5227,Wkwkwk gw liat.. Jadi ketawa di kala otak dan emosi gak sinkron karena pembelaan cinta duit,1 hari yang lalu,wkwkwk gw liat ketawa kala otak emosi sinkron bela cinta duit,1,positif
@anaknakal9677,"intinya h t i dan f p i, aliran sesat 😂",1 hari yang lalu,inti h t i f p i alir sesat,-1,negatif
@Dani-d2x6h,Emang iya,1 hari yang lalu,iya,0,netral
@syahnaalidrisi2184,Wkwkwkwk,1 hari yang lalu,wkwkwkwk,0,netral
@Febi-l6b,Yup Ijazah diteliti oleh pihak² yg netral dapat dipercaya dan disertai dgn bukti² pendukungnya,22 jam yang lalu,yup ijazah teliti pihak netral percaya serta dgn bukti dukung,1,positif
@EfriYunir,Harus ada ahli dari para peneliti Roy Suryo cs,2 hari yang lalu,ahli teliti roy suryo cs,1,positif
@maulanagunawan2354,​ @EfriYunir iya musti dilibatkan,2 hari yang lalu,iya musti libat,0,netral
@blacklist4460,ALLAH ga pernah sekalipun tidur..entah Jokowi/rismon cs yg salah biarlah kena hukum dunia&akhirat.,2 hari yang lalu,allah pernah sekalipun tidurentah jokowirismon cs salah biar kena hukum duniaakhirat,-1,negatif
@HanaNayanika,"Kebenaran sudah di buka kok sama Tuhan dari dulu, tp rata2 orang Indonesia mata batin nya tidak terbuka dan kesadaran nya tertutup. 
Saya tidak pernah suka Mulyono, dia terlalu licik.",2 hari yang lalu,benar buka kok tuhan dulu tp rata orang indonesia mata batin nya buka sadar nya tutup pernah suka mulyono terlalu licik,0,netral
@blacklist4460,"​ @HanaNayanika kok km bisa menyipulkan seperti itu,emang km teman Tuhan???km dapat bocoran dr tuhan kalau pak jokowi licik????",2 hari yang lalu,kok km menyipulkan ituemang km teman tuhankm bocor dr tuhan pak jokowi licik,-2,negatif
@arifsatria5558,"Dalam islam, kita harus taat sama pemimpin, meskipun beliau buruk",1 hari yang lalu,islam taat pimpin meski beliau buruk,0,netral
@al-asrvipwater3380,"​ @arifsatria5558 
Coba kamu sebutkan dalilnya 😮",1 hari yang lalu,coba kamu sebut dalil,0,netral
@BobyBoby-vl4tc,Ahli rekayasa.,1 hari yang lalu,ahli rekayasa,1,positif
@Ebietaries,satu Lagi  jgn lupa KM 50 juga,1 hari yang lalu,satu jgn lupa km,-1,negatif
@blacklist4460,Blm terbukti kok sudah bilang fakta,2 hari yang lalu,blm bukti kok bilang fakta,0,netral
@husriadihusriadi7021,"Hukum bisa dibeli,tapi dalam benak rakyat masalah ijazah yg tidak yg mau d tunjukkan sudah d anggap palsu,tetap semangat pak khozinuddin❤",2 hari yang lalu,hukum dibelitapi benak rakyat masalah ijazah d tunjuk d anggap palsutetap semangat pak khozinuddin,0,netral
@Ahmadrazalimsos,Penasehat kapolri sekarang sudah menjadi jubir mulyono 😅,2 hari yang lalu,nasehat kapolri jadi jubir mulyono,0,netral
@leonardopinontoan2578,"Ahli semestinya jujur,bermoral,berTuhan,berilmu...Terimakasih.",2 hari yang lalu,ahli mesti jujurbermoralbertuhanberilmuterimakasih,1,positif
@BangEka.,"Tunjukkanlah kebenaran yang sesungguhnya ya ALLAH, , 🤲",14 jam yang lalu,tunjuk benar sungguh allah,2,positif
@FAIZAUZAY,Maju terus pantang mundur bung Ahmad pengacara cerdas,2 hari yang lalu,maju pantang mundur bung ahmad acara cerdas,1,positif
@andrealifofficial,"KAMI RAKYAT INDONESIA YG PENASARAN..
RELA MASUK PENJARA SEMUA ASAL KAN JOKOWI MAU MENUNJUK KAN SEKALI AJA KE PUBLIK IJAZAH KERAMAT INI !!",2 hari yang lalu,rakyat indonesia penasaran rela masuk penjara semua asal kan jokowi tunjuk kan sekali publik ijazah keramat,1,positif
@yanxyanx5099,Mau libatkan sejuta Ahli kalau tdk melibatkan Rismon cs dan dilakukan tdk transparan tetap tdk bisa meyakinkan orang2 yang ingin mencari kebenaran,2 hari yang lalu,libat juta ahli tdk libat rismon cs laku tdk transparan tetap tdk yakin orang cari benar,4,positif
@Duryat-d6l,Bohong lagi bohong lagi... Bohonglah sampai kebohonganmu dibawa mati disitu coba kamu mau berbohong pd malaikat 😂😂,3 jam yang lalu,bohong bohong bohong bohong bawa mati situ coba kamu bohong pd malaikat,-5,negatif
@alal950,Mantap pengacara ROY SURYO CS...,2 hari yang lalu,acara roy suryo cs,0,netral
@safruddinHarahap-v9l,"Ya Allah, semoga penasehat di akhir hayatnya diberikan kesempatan bertaubat di jalan MU. Seandainya beliau tidak bisa Engkau beri hidayah , aku serahkan ini semua kepada Mu.",1 hari yang lalu,allah moga nasehat akhir hayat beri sempat taubat jalan mu anda beliau engkau beri hidayah aku serah semua mu,0,netral
@KeeyTeknisi,Kasus ijazah jokowi asli atau palsu..untuk membuktikan kebenaran nya apa slh nya tunjukkan sj pd masyarakat,2 hari yang lalu,kasus ijazah jokowi asli palsuuntuk bukti benar nya apa slh nya tunjuk sj pd masyarakat,2,positif
@Jomblon,"Kalo ijazahnya gak juga ditunjukin mah sama aja omong kosong,
Yang fitnah itu siapa sebenernya bos..",1 hari yang lalu,ijazah ditunjukin mah omong kosong fitnah siapa sebenernya bos,-1,negatif
@odangsuryaman8434,Hozinudin ini baru pengacara akal sehat ....,1 hari yang lalu,hozinudin baru acara akal sehat,1,positif
@maruasasbakara3260,"Para Ahli itu semestinya dari tiga pihak :
1. Ahli dari pihak Jokowi 
2. Ahli dari pihak Roy Cs.
3. Ahli dari NETRAL dari luar negeri.",2 hari yang lalu,ahli mesti tiga pihak ahli pihak jokowi ahli pihak roy cs ahli netral luar negeri,4,positif
@jokotingkir-jp5gh,Ga usah pake ahli. Pake deteksi kebohongan aja,2 hari yang lalu,usah ahli deteksi bohong,0,netral
@phy-6076,"Kasusnya harus tuntas, 2 tahun ngurusin ijazah gak kelar kelar pada makan gaji buta..",1 hari yang lalu,kasus tuntas tahun ngurusin ijazah kelar kelar makan gaji buta,-1,negatif
@Sugengbudiantoro-j4q,Bongkar semua kebusukan jkw,2 hari yang lalu,bongkar semua busuk jkw,-1,negatif
@saprizal-x6k,Segeralah bertaubat Ariyanto.ingat umur.,2 hari yang lalu,segera taubat ariyantoingat umur,0,netral
