Author,Comment,Time,Cleaned_Comment
@maryatimaryati674,​ @HarmonoMono-o8p  😂😂😂😂😂SI UDIN NDROJOS TAPI GK MUTUUUU😂😂😂😂CUMA RAME SWARANYA DOANG KAYAK MERCON😂😂😂😂DHOR DHOR TRS HILANG😂😂😂,1 hari yang lalu,op si udin ndrojos gk mutuuuucuma rame swaranya doang mercondhor dhor hilang
@BismillahKebaikan,"Pokoknya  yg berpihak jkw. berarti dianggap tidak jujur.
Sampai malaikatpun bela jkw pasti dibilang tidak jujur.",1 hari yang lalu (diedit),pokok pihak jkw arti anggap jujur malaikat bela jkw bilang jujur
@ArisnoJbi,Yg mngadakn 7 ahli itu jokowi.brti itu punya jokowu😅😅😅,1 hari yang lalu,mngadakn ahli jokowibrti punya jokowu
@MuhSyarif-zz3no,"Itulah harapan rakyat, tapi agaknya masih sulit diterapkan",1 hari yang lalu,harap rakyat agak sulit terap
@BismillahKebaikan,"​ @MuhSyarif-zz3no sulit harapan rakyat A dn B berbeda persepsi. 😂😂😂.

Pengen bela A yang B bantah.
Belq B yang A ngebantah.

Itulah seni.",1 hari yang lalu,zzno sulit harap rakyat a dn b beda persepsi ken bela a b bantah belq b a ngebantah seni
@jualmahal4269,"Kubu jokowi ok, berarti sdh diatur..😅",16 jam yang lalu,kubu jokowi arti sdh atur
@ulama1968-d7x,pembohong pastilah masuk penjara..,2 hari yang lalu,bohong pasti masuk penjara
@slametibnpawito8528,"​ @ulama1968-d7x  Setuju 👍👍👍
Apalagi yg sudah memBOHONGI seluruh rakyat Indonésia",2 hari yang lalu,dx tuju bohong seluruh rakyat indonsia
@bojongsur1881,Betul 😂😂😂 pembohong pasti masuk dan itu Roy Suryo cs,2 hari yang lalu,betul bohong masuk roy suryo cs
@NuryantoO-wq5dj,"Aamiin"" ya robb alaamiin🤲🤲",2 hari yang lalu,aamiin robb alaamiin
@BoyJawa-qd8uh,Nah kan itu bisa mikir pemboong pasti masuk penjara kami percaya klo Roy panci cs masuk buiii😅😅😅,2 hari yang lalu,nah kan mikir pemboong masuk penjara percaya klo roy panci cs masuk buiii
@Sita97-p8v,Konferensi pers ijazah boleh yang fotocopy ya?????,2 hari yang lalu (diedit),konferensi pers ijazah fotocopy
@AdiSusanto-zn9yr,Bohongnya dmn ?,2 hari yang lalu,bohong dmn
@waas1590,Udah memenjarakan orang terus berbohong dosanya numpuk,1 hari yang lalu,penjara orang bohong dosa numpuk
@espadarichie6680,"​ @AdiSusanto-zn9yr   bohongnya dimana ?
Tanya kasmudjo 😂",1 hari yang lalu,znyr bohong tanya kasmudjo
@dodol9792,"​ @waas1590 
WADUH.. 
PAK HAKIM & PAK JAKSA & PENGACARA.. JUGA KERJAANNYA MEMENJARAKAN ORANG..",1 hari yang lalu,waduh pak hakim pak jaksa acara kerja penjara orang
@suryantod5837,Mestinya yg membuktikan itu ya ijazahnya yg di anggap palsu itu dibandingkan dg ijazah lain yg asli.dari  U G M  tapi memang di buat mbulet alias dibuat sulit kok masyarakat sdh pd tau kok,1 hari yang lalu,mesti bukti ijazah anggap palsu banding dg ijazah aslidari u g m memang buat mbulet alias buat sulit kok masyarakat sdh pd kok
@suryantod5837,Diiaaaaaammmm.........😂😂😂,1 hari yang lalu,diiaaaaaammmm
@yamincn4133,Amiiiin pembohong dn pemfitnah saya pastikan akan pake baju oranye termasuk gerombolan Roy Suryo,1 hari yang lalu (diedit),amiiiin bohong dn fitnah pasti baju oranye masuk gerombol roy suryo
@BakriSuherman-m7f,Siapa yg bohong nanti..kita lihat diPengadilan...dan siapa yg nanti digiring utk menginap di Hotel Prodeo..,1 hari yang lalu,siapa bohong nantikita lihat dipengadilandan siapa giring utk inap hotel prodeo
@HandryBernard,Apalagi pembohong yg udah kena penyakit kulit budug,1 hari yang lalu,bohong kena sakit kulit budug
@slametibnpawito8528,​ @BoyJawa-qd8uh HARUS ya nalar TERBALIK untuk membela jokowi...?,1 hari yang lalu,qduh nalar balik bela jokowi
@ANRIZA-oz5qt,Roisuryo cs orang jujur  saya orang awam aja bisa menilai  mana yang jujur  mana yang bohong,6 jam yang lalu,roisuryo cs orang jujur orang awam nilai mana jujur mana bohong
@AnindyaFauziah-u2y,Dilindungi di penjara maksudnya,1 hari yang lalu,lindung penjara maksud
@umayy-fm4ob,lenih cepat grombolan yg gk penting dy tangkap biar aman,1 hari yang lalu,lenih cepat grombolan gk penting dy tangkap biar aman
@predatorjaya178,Parah narasinya.. Kwakkakak,1 hari yang lalu,parah narasi kwakkakak
@juniyanto7269,pengacara spesialis gagal..klien nya ga pernh ada yg menang..wkwkwk,1 hari yang lalu,acara spesialis gagalklien nya pernh menangwkwkwk
@NurKhamit-z8w,Ahmad tompel 😊,1 hari yang lalu,ahmad tompel
@titinyuliana3841,Udin TOMPEL pasti KEOK,1 hari yang lalu,udin tompel keok
@alinst619,Hiya hiya hiya bolehlah,1 hari yang lalu,hiya hiya hiya boleh
@alinst619,​ @juniyanto7269 iya setuju 😂,1 hari yang lalu,iya tuju
@AldyYanto-z9m,Tuhanmu patung ya😂,2 hari yang lalu,tuhan patung
@dodol9792,"Tanda2 akhir jaman semakin terlihat..
Pengukit d.j.l mulai menebar fitnah..",2 hari yang lalu,tanda akhir jaman makin lihat pengukit djl mulai tebar fitnah
@NuryantoO-wq5dj,Aamiin🤲,2 hari yang lalu,aamiin
@herusnanang9189,"orang HTI dipercaya kocak, dia mau merubah Pancasila jd negara khilafah. 
🤣🤣🤣",1 hari yang lalu,orang hti percaya kocak rubah pancasila negara khilafah
@sumiati1759,"Pengacara  yg konsisten ,  semoga allah swt memudahkan perjuanngannya   dalam menunjukan kebenaran  Aamiin",2 hari yang lalu,acara konsisten moga allah swt mudah perjuanngannya tunjuk benar aamiin
@santosohadi9791,"Ya .Allah tunjukkan kuasaMu.
Lindungilah para pejuang penegak kebenaran..",1 hari yang lalu,allah tunjuk kuasa lindung juang tegak benar
@mikoindonesia,"Pak Ahmad khosinudin mengatakan kebenaran,yg 2 org disampingnya membela kebohongan. Biar Allah SWT yg membalas",2 hari yang lalu,pak ahmad khosinudin kata kebenaranyg org samping bela bohong biar allah swt balas
@beruangyutub4607,"Harusnya kalau yakin asli, UGM & Jokowi konferensi pers bersama untuk menyanggah isu ini.",1 hari yang lalu,harus yakin asli ugm jokowi konferensi pers sama sanggah isu
@SyamElBugs,Yg paling penting n menentukan diperlukan Hakim    Ahli Hukum KEJUJURAN.,2 hari yang lalu,paling penting n tentu perlu hakim ahli hukum jujur
@azharazhar-fj5ic,"Pengacara Ahmad khozinudin
Cerdas jelas dan mudah di mengerti, smga sht slalu dan lancar untuk membela kebenaran amiin👍👍👍",2 hari yang lalu,acara ahmad khozinudin cerdas jelas mudah erti smga sht slalu lancar bela benar amiin
@kabaygemes8234,Semoga orang yg berbohong mendapat hidayah dari Allah sehingga muncul kebenaran,1 hari yang lalu,moga orang bohong dapat hidayah allah muncul benar
@aguswidagdo5785,Dampak kerusakan Jokibul luar biasaahh..😢,1 hari yang lalu,dampak rusa jokibul luar biasaahh
@AcungCelebok,"Bang khoxinudin cerdas, omongan nya masuk akal muda dimengerti",2 hari yang lalu,bang khoxinudin cerdas omong nya masuk akal muda erti
@hamerukurniawan176,Bagus juga pencerahan dari bang Ahmad. Pengacara yg hebat. Bravo bang.,1 hari yang lalu,cerah bang ahmad acara hebat bravo bang
@jekikurniawan8554,"Sesuatu yg benar itu mudah
Sesuatu yg bohong itu susah",1 hari yang lalu,benar mudah bohong susah
@encikyusof6024,sebab itulah kita umat islam wajib memilih peminpin yg berilmu beramal soleh dan bertakwa (takut pada Allah) pasti aman dan diberkati Allah...,1 hari yang lalu,umat islam wajib pilih peminpin beril amal soleh takwa takut allah aman kati allah
@HadiPrasetia-z6r,Harusnya pada waktu uji forensik Pak Rismon dan Pak Roy Suryo dilibatkan mewakili publik.,1 hari yang lalu,harus waktu uji forensik pak rismon pak roy suryo libat wakil publik
@aknianingsih2705,"Sgt sk menyimak pencerahan dri Bpk Akhmad Khozinudin sgt msk akal mudah di pahami🎉🎉🎉
Pengacara Sholeh nan Cerdas ❤️❤️❤️",2 hari yang lalu,sgt sk simak cerah dri bpk akhmad khozinudin sgt msk akal mudah paham acara sholeh nan cerdas
@suroso0711,"Semoga pengacara Roy suryo cs ditambah kecerdasannya, orang orang membela kebohongan tetap bertahan dengan kebohongannya.",2 hari yang lalu,moga acara roy suryo cs tambah cerdas orang orang bela bohong tetap tahan bohong
@Duryat-d6l,"Di Indonesia siapa yg duitnya banyak salah, bohong bisa jadi benar apalagi para oknum polisi pengacara bahkan hakim  😂😂😂😂",3 jam yang lalu,indonesia siapa duit banyak salah bohong benar oknum polisi acara bahkan hakim
@Sanimun1958,"Lanjut Bang Roy , CS ,bersama Pengacaranya kami butuh kebenaran bukan kebohongan,kami juga ingin semua agar jujur siapapun nanti yg tidak jujur ya harus diterima siapapun orangnya jangan nanti menghindar dari tanggung jawab",2 hari yang lalu,lanjut bang roy cs sama acara butuh benar bukan kebohongankami semua jujur siapa jujur terima siapa orang jangan hindar tanggung jawab
@abdullahamin4905,Saya sllu mnemukan fakta dan kebenaran di stiap penjelasan pak Ahmad khozinudin.Runut berdasar data dan fakta.,2 hari yang lalu,sllu mnemukan fakta benar stiap jelas pak ahmad khozinudinrunut dasar data fakta
@jangansubscribe9747,"Pengacara Ahmad khozinudin cerdas paparannya mudah di pahami,, maju terus ❤",1 hari yang lalu,acara ahmad khozinudin cerdas papar mudah paham maju
@hasanalmufid2502,"Luar biasa pak Ahmad dalam menyampaikan sangat jelas sangat dapat dipahami dan dimengerti,disini saya tidak berpihak tapi sekali lagi emang luar biasa pak Ahmad ❤❤❤",1 hari yang lalu,luar biasa pak ahmad sampai sangat jelas sangat paham dimengertidisini pihak sekali luar biasa pak ahmad
@Syukri-b7i,Kebenaran itu tetap tidak berpihak ijazah palsu tukang bohong😂,2 hari yang lalu,benar tetap pihak ijazah palsu tukang bohong
@wantokobra4468,yg bkn ribut itu mulyono,2 hari yang lalu,bkn ribut mulyono
@annmary4788,Aamiin Aamiin yaa rabbal Aalamiin 🤲,2 hari yang lalu,aamiin aamiin yaa rabbal aalamiin
@pangkalgudang6752,"Aduuhhhh buktiin kalo palsu bawa kepersidngn,,hidup kalian ngeras bersih,,",1 hari yang lalu,aduuhhhh buktiin palsu bawa kepersidngnhidup kalian ngeras bersih
@BakriSuherman-m7f,"​ @Syukri-b7i 
Kita lihat nanti tgl 2 Juli..siapa yg berhak pakai baju ORENGE...utk Nginep di Hotel Prodeo .",1 hari yang lalu,bi lihat tgl julisiapa hak baju orengeutk nginep hotel prodeo
@Syukri-b7i,​ @BakriSuherman-m7f Haa.. Ternak jokowi and Parcok genk solo bangkit lagi dari alam kubur..😂😅,1 hari yang lalu,mf haa ternak jokowi and parcok genk solo bangkit alam kubur
@HendraAs-k1n,Konsisten kalah nya.dan nanti bakal kalah lagi..,1 hari yang lalu,konsisten kalah nyadan kalah
@alokomarudin,​ @BakriSuherman-m7f ... 😂😂😂😂😂😂😂😂,1 hari yang lalu,mf
@rudikasinyo2215,"Sudah memfitnah, g nyadar",1 hari yang lalu,fitnah g nyadar
@srisugiarni2052,Klo ahlinya termul yo..ga ada keadilanya,1 hari yang lalu,klo ahli termul yoga keadilanya
@AbdiPrayogi-b1f,Semoga segera berseragam oranye,1 hari yang lalu,moga segera seragam oranye
@DadangDadang-z7u,"​ @pangkalgudang6752 kalau asli dari dulu sdh di lihatkan ,berhubung palsu sampai saat ini siluman ,anak sd aja tau",1 hari yang lalu,asli dulu sdh lihat hubung palsu siluman anak sd
@hendriamri1528,konsisten nagcok ya,22 jam yang lalu,konsisten nagcok
@murnisihombing4873,"konsisten memang si tompel itu, konsisten dalam kekalahan di setiap sidang . Lihat itu si Gusnur yg baru keluar dari penjara, sudah tobat dia nya",22 jam yang lalu,konsisten memang si tompel konsisten kalah sidang lihat si gusnur baru keluar penjara tobat nya
@AvelineR-u4x,HTI FPI,6 jam yang lalu,hti fpi
@nenenglilis649,mkin cma hukum allh yg mmpu mngadili kasus ini,1 hari yang lalu,mkin cma hukum allh mmpu mngadili kasus
@solemanst8342,Ya Allah lindungilah pk Jokowi dari grombolan orang yang selalu membuat gaduh negeri ini,1 hari yang lalu,allah lindung pk jokowi grombolan orang selalu buat gaduh negeri
@sodriyanti,Aamiin,1 hari yang lalu,aamiin
@arektakraw5417,Aamiin,21 jam yang lalu,aamiin
@muhamadsoleh9480,Siapa pejuang itu😂😂😂,19 jam yang lalu,siapa juang
@dinarochmawati7559,Aamin 🤲,3 jam yang lalu,aamin
@arifsatria5558,Ngomong opo sih lu,2 hari yang lalu,ngomong opo lu
@BOLODOGIKANLUMPUR,"Saya tetap tidak yakin AH orang yang mengatakan kebenaran, manusia pemilik kebenaran itu cuma satu Nabi Muhammad saw, jadi jangan tendensius kecuali Anda satu golongan HTI",6 jam yang lalu,tetap yakin ah orang kata benar manusia milik benar satu nabi muhammad saw jangan tendensius satu golong hti
@Transformer5299,"AK Cerdas, bicara dimanapun sesuai Fakta² kebenaran.
Yang Claim Ijazah Palsu adalah orang² Cerdas, Ahli, Ilmuwan, Doctor, Lawyer bukan rakyat biasa spt BBTri & Gusnur yg dipenjarakan walaupun tidak ada Barang Buktinya yg tdk pernah ditunjukan ke Publik.
Semakin lama Rakyat semakin Cerdas menilai Ijazahnya Asli/Palsu.",1 jam yang lalu (diedit),ak cerdas bicara mana sesuai fakta benar claim ijazah palsu orang cerdas ahli ilmuwan doctor lawyer bukan rakyat biasa spt bbtri gusnur penjara walaupun barang bukti tdk pernah tunjuk publik makin lama rakyat makin cerdas nilai ijazah aslipalsu
@udinudin9758,"Justru karena alumni palsu,maka tidak berani konprensi fersm",1 hari yang lalu,justru alumni palsumaka berani konprensi fersm
@BOLODOGIKANLUMPUR,"Namanya beruang ytube sih, jadi tidak mengerti tentang penggalangan operasi intelegent, negara dengan strategi intelegentnya sedang memberangus antek2 HTI sampai ke akar²nya melalui pendekatan kasus ijazah, dengan strategi ini akan bermunculan antek HTI diberbagai elemen, Mudah2an setelah mereka diringkus masyarakat akan aman dan damai sehingga NKRI jaya menuju Indonesia emas 2045",6 jam yang lalu,nama beruang ytube erti galang operasi intelegent negara strategi intelegentnya sedang berangus antek hti akar lalu dekat kasus ijazah strategi muncul antek hti bagai elemen mudah ringkus masyarakat aman damai nkri jaya tuju indonesia emas
@Aruminingsih-yz7kx,lha yo kok gak berani. terus kampus UGM kok gak serius menanganinya.,4 jam yang lalu,lha yo kok berani kampus ugm kok serius tangan
@zulfansyamsuar9135,"Buat alih kapolri satu kata 
DIAAMMMM",2 hari yang lalu,buat alih kapolri satu kata diaammmm
@danfortpwr3464,Mereka semua sudah di bayar,2 hari yang lalu,semua bayar
@budisantoso4322,Semoga kasus ini ditangani oleh hakim yang jujur dan independen.,2 hari yang lalu,moga kasus tangan hakim jujur independen
@tedyherdyana9371,​ @danfortpwr3464  semoga kelak ada proses penyelidikan ttg ini. Kami mendorong pemerintahan untuk lebih bersih diproses pengadilan RI! Aamiin.,2 hari yang lalu,moga kelak proses lidi ttg dorong perintah lebih bersih proses adil ri aamiin
@mulyadilubis3354,Hakim yang menantang tuhan jgn di pakai,2 hari yang lalu,hakim tantang tuhan jgn
@SyamElBugs,"Kalo bisa pilih saya minta hakim yg tangani kasus praperadilan dlm kasus almarhum Fina di Cirebon. Maaf saya lupa nama beliau
.",1 hari yang lalu,pilih minta hakim tangan kasus praperadilan dlm kasus almarhum fina cirebon maaf lupa nama beliau
@jenongcathoz1758,😂😂ROY PANCI CS LG BINGUNG MAU CARI PANCI BARU 😂😂😂,1 hari yang lalu,roy panci cs bingung cari panci baru
@AndiAkhsan-y6b,"Ariyanto kurang update cuma tau nya menutupi dan membela kebohongan,gmana kita mau percaya bapak ini,,dia saja banyak memalsukan😂😂😂😂",1 hari yang lalu,ariyanto kurang update nya tutup bela kebohongangmana percaya bapak inidia banyak palsu
@akusuka-2992,Rezim amatiran ga becus. Tinggal nunjukin ijasah asli beres.😊,1 hari yang lalu,rezim amatir becus tinggal nunjukin ijasah asli beres
@poranghitamgedongcitro1068,Tunggu di penjara  heeee,1 hari yang lalu,tunggu penjara heeee
@poranghitamgedongcitro1068,Pembenaran oppo kebenaran haaa nalar waras,1 hari yang lalu,benar oppo benar haaa nalar waras
@sodriyanti,Aamiin,1 hari yang lalu,aamiin
@alaricarkan14,Padahal tdk rumit ya... giginya dan foto detil sdh bisa di tebak..,2 hari yang lalu,padahal tdk rumit gigi foto detil sdh tebak
@BOBAChanel-s1g,😂😂😂,1 hari yang lalu,
@udinjaenudin-w8r,Akal bulusss​ @alaricarkan14 ,1 hari yang lalu,akal bulusss
@maslinahse3956,Salot dgn abang ini cerdas penjelasannya,1 hari yang lalu,salot dgn abang cerdas jelas
@IGP-RDJ-,apanya yang cerdas .... wkwkwkwk,12 jam yang lalu,apa cerdas wkwkwkwk
@BOLODOGIKANLUMPUR,​ @IGP-RDJ- biarin dibilang cerdas oleh orang yang sederhana literasinya,6 jam yang lalu,rdj biarin bilang cerdas orang sederhana literasinya
@ninasalim1491,pengacara yg hebat dalam provokator 😂,1 hari yang lalu,acara hebat provokator
@anggawidyatmoko7786,"Pengacara yg asal bicara, yg penting bicara tp sayangnya sering kepleset😅",1 hari yang lalu,acara asal bicara penting bicara tp sayang sering kepleset
@yudassejati-n9k,Mencerdaskan kambing,1 hari yang lalu,cerdas kambing
@HendraAs-k1n,Pengacara kalah terus...,1 hari yang lalu,acara kalah
@dennyadisetya79,Benar...😂,1 hari yang lalu,benar
@mancingmantapmania2917,Kita tunggu aja letak kebohongannya nanti pasti terkuak😂,1 hari yang lalu,tunggu letak bohong kuak
@srisuciatimakmur8352,Betul,1 hari yang lalu,betul
@MrBen-vu2oo,Nah ini logika yang sangat dipahami oleh siapapun,1 hari yang lalu,nah logika sangat paham siapa
@epzchannel1819,"kita nantikan saja siapa yang bohong.. kalau UGM yang bohong, saya lompat dari monas😂😂",1 hari yang lalu,nanti siapa bohong ugm bohong lompat monas
@herryher-sp7zw,Kalau sakit hati melihat kebenaran sulit menyatakan kebenaran apapun salah...saki hati permanen sulit disembuhkan.,1 hari yang lalu,sakit hati lihat benar sulit nyata benar apa salahsaki hati permanen sulit sembuh
@titinyuliana3841,DEWA PANCI laknatullah,1 hari yang lalu,dewa panci laknatullah
@FeriKurniawan-u7w,"Ya betul, Alhamdulillah saya dulu proses diterima kerja di salah satu PT nasional,syarat CV , FC ijazah legalisir ( tanpa menunjukkan ijasah aslinya), klo PT yg biasa aj malah menyerahkan ijasah asli.",1 hari yang lalu,betul alhamdulillah dulu proses terima kerja salah satu pt nasionalsyarat cv fc ijazah legalisir tunjuk ijasah asli klo pt biasa aj serah ijasah asli
@HeruRudianto-m5m,Terserah kalian ternak hewan.,1 hari yang lalu,serah kalian ternak hewan
@pelayantamuallah1990,Pasti seru ini,1 hari yang lalu,seru
@nhuslafhtrya4458,"Cukup kasus cirebon ( pegi ), arianto ini dalam hanya memberatkan orang yang tak bersalah, percuma jadi penasehat.",1 hari yang lalu,cukup kasus cirebon pegi arianto berat orang tak salah percuma nasehat
@potensialAirdrop-w9g,jadi pengen liat pembohong di arak warga macam maling 😊😊,1 hari yang lalu,ken liat bohong arak warga macam maling
@iyolheru8179,Tidak harus beragama Islam ya...,14 jam yang lalu,agama islam
@ImamSyafii-d3x,Emang rismon si muka hancur dan Roy panci itu siapa😅😅😅,1 hari yang lalu,rismon si muka hancur roy panci siapa
@kesatriaNKRI-w2k,mana berani,1 hari yang lalu,mana berani
@NayyaraArsyila-i2v,Emng bagian publik yg mana..... perusuh,1 hari yang lalu,emng bagi publik mana rusuh
@riiyadi_sawux3785,Publik yg mana😅,1 hari yang lalu,publik mana
@coverdestroyer3572,​​ @riiyadi_sawux3785  yg pasti bukan buzzer,1 hari yang lalu (diedit),bukan buzzer
@haryabraham,Mewakili publik???,1 hari yang lalu,wakil publik
@Iwanpono2627,"Dia bkan ahLi..
Yg d sebut ahLi itu yg bnr2 sdah di bidang ahLi nya
Roy cs ahLi apa dLu",1 hari yang lalu,bkan ahli d sebut ahli bnr sdah bidang ahli nya roy cs ahli apa dlu
@Transformer5299,"Betul ... Bisa langsung Terbongkar Ijazahnya Asli/Palsu & Pelaku yg terlibat bisa dipenjara. Beres, selesai masalahnya.
Kira² brp BIAYA yg dikeluarkan si Pemilik Ijazah utk membayar Ormas², Lawyer², Polisi², Hakim², Jaksa², UGM & para Buzer²nya ??",1 jam yang lalu (diedit),betul langsung bongkar ijazah aslipalsu laku libat penjara beres selesai masalah kira brp biaya keluar si milik ijazah utk bayar ormas lawyer polisi hakim jaksa ugm buzernya
@baskorocandra3142,"Pencerahan dari segi mana, namanya penasehat hukum ya sperti itu",1 hari yang lalu,cerah segi mana nama nasehat hukum sperti
@CahyoSanankulon,MUNTAH,1 hari yang lalu,muntah
@satriokahuripan,😂😂😂😂...lemah SDM mu,1 hari yang lalu,lemah sdm mu
@anggunelytasani1335,😂sakit itu,1 hari yang lalu,sakit
@AndraSusilo-x9b,"Tompel mulai panikan,,,😂😂😂😂😂,,",1 hari yang lalu,tompel mulai panik
@kangkarni3223,"Suaranya enak didengar, layak jadi blantik",1 hari yang lalu,suara enak dengar layak blantik
@pancajaya4836,Tompel bisa jadi tersangka karena turut serta sebagai provokator di setiap demo antek antek TPUA,1 hari yang lalu,tompel sangka turut provokator demo antek antek tpua
@adisetiawan7714,wkwkwk😅,1 hari yang lalu,wkwkwk
@sundaSmart-s4h,Banyak termul menyerang pisik bang khozinudin karena sudah tidak mampu melawan dg narasi,1 hari yang lalu,banyak termul serang pisik bang khozinudin mampu lawan dg narasi
@aknianingsih2705," @sundaSmart-s4h Krn sifat dengki sirik❗️
Krn Bpk Ahmad Khozinudin Pengacara yg Sholeh cerdas jga jujur❤️❤️❤️",1 hari yang lalu,sh krn sifat dengki sirik krn bpk ahmad khozinudin acara sholeh cerdas jga jujur
@andiazizah1118,Pengacara HTI,1 hari yang lalu,acara hti
@rosalindayani7806,"Yap! Bang AK memang menunjukkan keberanian dan kekuatannya dalam berargumen secara logis
Ia tidak hanya menjaga hukum, tetapi juga nilai moral dan agama
Kamu suka, tentu aku lebih bahagia ❤❤❤❤❤❤",1 hari yang lalu,yap bang ak memang tunjuk berani kuat argumen logis jaga hukum nilai moral agama kamu suka aku lebih bahagia
@Islamuddin-yc3ro,Memunculkan keaslian ijazah memakan waktu 3 th dan menggunakan pengacara puluhan org Danyang sebanyak banyaknya pantas utang negara banyak Krn bebenaran sangat mahal dinegeri bayangan,1 jam yang lalu,muncul asli ijazah makan waktu th guna acara puluh org danyang banyak banyak pantas utang negara banyak krn bebenaran sangat mahal negeri bayang
@ghifarichanel,😂😂😂😂,2 hari yang lalu,
@masudinbuana_official,"Semoga Roy cs  10 kali Lebaran 
Bertakbiran di hotel gratis ...
Yo pasti menangis 😅😅😅",2 hari yang lalu,moga roy cs kali lebaran takbir hotel gratis yo menang
@fadlilazhim1825,"panik bangg minta di lepas 😂😂😂😂...
yg biasa.a teriak"" kok skrng beda bang 😂😂 ""lebih baik melepas 1000 orang BERSALAH, daripada menghukum 1 orang tak BERSALAH"" 😂😂😂 Gentle lah bang 😂😂😂",2 hari yang lalu,panik bangg minta lepas biasaa teriak kok skrng beda bang lebih baik lepas orang salah hukum orang tak salah gentle lah bang
@iburosjatmiko2948,Pempitnah  siap2 pkai bju oren,2 hari yang lalu,pempitnah siap pkai bju oren
@mahfudhonfudhon4273,Kampus pasar pramuka,2 hari yang lalu,kampus pasar pramuka
@afuzamuhammad6779,Termul keluar yo termul..,2 hari yang lalu,termul keluar yo termul
@TigaDara-jo9jx,Aamiin Allahumma Aamiin.,2 hari yang lalu,aamiin allahumma aamiin
@akbardemastertcu4148,"Temul udah tau pak jkw berbohong,masih ajh percayaa,slh satu nya mobil SMK,bayak yg lain cobah cek berpa bayak kebohongan",2 hari yang lalu,temul pak jkw berbohongmasih ajh percayaaslh satu nya mobil smkbayak cobah cek berpa bayak bohong
@saifulbahri4308,​ @iburosjatmiko2948 kl asli gk mungkin di gugat.logikanya begitu..,2 hari yang lalu,kl asli gk mungkin gugatlogikanya
@bojongsur1881,Saya termul 😂😂😂 dan saya sangat yakin Roy Suryo cs akan terbukti salah,2 hari yang lalu,termul sangat yakin roy suryo cs bukti salah
@SaifulBahriSiagian,"Buka lebar2 otakmu itu, biar mampu berfikir cerdas dan realistis.",2 hari yang lalu,buka lebar otak biar mampu berfikir cerdas realistis
@bigrolls-mf8cj,"​ @SaifulBahriSiagian 
😂😂😂😂 sudah tapi belum...",2 hari yang lalu,
@tedyherdyana9371,"Smg diwaktunya,proses pengadilan bisa terbuka-adil dan transparan! Smg kebenaran terbuka selebar2nya! Aamiin!",2 hari yang lalu,smg diwaktunyaproses adil terbukaadil transparan smg benar buka lebar aamiin
@ajatsidrajat9072,Masih belum kelar juga ya bikin negara panci.,2 hari yang lalu,kelar bikin negara panci
@bigrolls-mf8cj,​ @ajatsidrajat9072  sudah tapi belum.yooo ndaa tau kok tanya sayaaa.. 😅😅😅,1 hari yang lalu,belumyooo ndaa kok tanya sayaaa
@bigrolls-mf8cj,​ @bojongsur1881  sudah tapi belum 😂😂😂😂,1 hari yang lalu,
@SukranHadi-i2r,"Kosinudin ini harus pakai baju Oren juga ,",1 hari yang lalu,kosinudin baju oren
@Maulida_4475,Saya liatnya ko jadi kasian ya tapi udah di bilangin jangan di trus2sin udh jelas salah maju trs tambah tapi kalo Roy Suryo saya nda kasin soalnya ketawanya nyebelin banget sama Fadilah sama tifa aja yg masuk bui,1 hari yang lalu,liat ko kasi bilangin jangan trussin jelas salah maju tambah roy suryo nda kasin soal ketawa nyebelin fadilah tifa masuk bui
@ram_52527,gak ono untung e bro...,2 hari yang lalu,ono untung e bro
@DifaniFairuzFirja,lanjut masuk penjara mksdnya😂,2 hari yang lalu,lanjut masuk penjara mksdnya
@AsyifaKeyla,Semua ada dalangnya roy cs itu wayangnya,2 hari yang lalu,semua dalang roy cs wayang
@Hartini-m7f,Ketua tim katanya pengacaranya  Roy cs Abraham samat...keceplosan kyknya...,1 hari yang lalu,ketua tim kata acara roy cs abraham samatkeceplosan kyknya
@jefrisupriyadi5541,Data HTI dan pasar pramuka ngibul,1 hari yang lalu,data hti pasar pramuka ngibul
@MuhammadSARiinTia,Cerdas apa nya orang seperti ini dia pembela orang yang salah.,1 hari yang lalu,cerdas apa nya orang bela orang salah
@tjahdjono86,tetap semangat bang .khozinudin...Alloh akan senantiasa MELINDUNGI dan memberikan  kemenangan demi bangsa dan rakyat indonesia,2 hari yang lalu,tetap semangat bang khozinudinalloh senantiasa lindung beri menang bangsa rakyat indonesia
@Oten_Sudah_Insaf,"Harusnya polri undang kelompok roy suryo dan kelompok pak jokowi ke bareskrim untuk periksa sama2 ijazahnya.
Trus hasil pemeriksaan aja yg di umumkan ke media, bkn ijazahnya yg dinampakin ke media.",2 hari yang lalu,harus polri undang kelompok roy suryo kelompok pak jokowi bareskrim periksa ijazah trus hasil periksa umum media bkn ijazah dinampakin media
@surodilogo5662,"hebat bang ahmad,....lebih cerdas dan berani",2 hari yang lalu,hebat bang ahmadlebih cerdas berani
@wuwundwiundaya5975,DENGAN ATAU TANPA SIDANG PAK KASMUJO SUDAH MENUNJUKKAN BAHWA P. JOKOWI TIDAK JUJUR😢,21 jam yang lalu,sidang pak kasmujo tunjuk p jokowi jujur
@sibogel_aja,"Haduhh dikit amat, harus nya sekalian semua ahli di seluruh indonesia dong dihadirkan. Biar ribetnya kagak nanggung² ..",2 hari yang lalu,haduhh dikit nya sekali semua ahli seluruh indonesia hadir biar ribetnya kagak nanggung
